"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1229","RT @ZachandMattShow: Andrew Yang's closing statement #DemocraticDebate #DemDebates https://t.co/LVpDSwPJWG",FALSE,0,NA,2019-12-11 14:46:59,FALSE,NA,"1204774586551865347",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fruckface",582,TRUE,FALSE,NA,NA
"1230","RT @ZachandMattShow: Question: Mr. Yang, you've made a virtue of your outsider status. You've never served in military or in government. Wh…",FALSE,0,NA,2019-12-11 14:46:57,FALSE,NA,"1204774578234568707",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OhGodDesi",277,TRUE,FALSE,NA,NA
"1231","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:46:12,FALSE,NA,"1204774389587337216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingabel12",529,TRUE,FALSE,NA,NA
"1232","Every presidential candidate deserves equal time during debates and equal media coverage. 
#YangGang #Yang2020… https://t.co/W46tBpe9eu",FALSE,1,NA,2019-12-11 14:45:15,TRUE,NA,"1204774151048712192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avinav150",0,FALSE,FALSE,NA,NA
"1233","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:35:52,FALSE,NA,"1204771789592760321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","excitedelectron",529,TRUE,FALSE,NA,NA
"1234","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:33:55,FALSE,NA,"1204771298183909378",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JonaPilz",529,TRUE,FALSE,NA,NA
"1235","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:32:43,FALSE,NA,"1204770993522315265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dosa_boi",529,TRUE,FALSE,NA,NA
"1236","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:24:12,FALSE,NA,"1204768853240295425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ConanTLe",529,TRUE,FALSE,NA,NA
"1237","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:20:26,FALSE,NA,"1204767903838425089",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","majesticalexis",529,TRUE,FALSE,NA,NA
"1238","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:19:37,FALSE,NA,"1204767696975347714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rossi_george",529,TRUE,FALSE,NA,NA
"1239","Just what people want around the holidays - another #DemocraticDebate. Thanks .@TomPerez.",FALSE,0,NA,2019-12-11 14:08:10,FALSE,NA,"1204764816923152384",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MsGigiLong",0,FALSE,FALSE,NA,NA
"1240","RT @Elex_Michaelson: .@AndrewYang qualified for the #DemocraticDebate in Los Angeles next week. 

Think about it: Several senators and gove…",FALSE,0,NA,2019-12-11 14:02:01,FALSE,NA,"1204763270332203008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ConquestMisty",529,TRUE,FALSE,NA,NA
"1241","RT @toddgillman: .@AndrewYang visits Dallas as critical deadline nears for next #DemocraticDebate... via @NicGarcia  https://t.co/ImMPaYfrWA",FALSE,0,NA,2019-12-11 13:57:03,FALSE,NA,"1204762021108965378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KellyMoist",133,TRUE,FALSE,NA,NA
"1242","RT @ZachandMattShow: Question: Mr. Yang, you've made a virtue of your outsider status. You've never served in military or in government. Wh…",FALSE,0,NA,2019-12-11 13:54:37,FALSE,NA,"1204761405360136192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ilyComic",277,TRUE,FALSE,NA,NA
